phylum	class	order	family	genus	species	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Chondromyces pediculatus	0	0	0	0	0	0.4	0	0.2	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. JMT1929	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella	Chlorella sp. UMPCCC 1217	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella	Niastella gongjuensis	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	Gemmatirosa kalamazoonesis	7.2	15.2	6.4	18.4	0.5	0.7	14.1	4.6	6.9	11.5	12	4.6	11.9	7.9
Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unclassified	unclassified	0	0	0	0	90.6	0	0.1	0	0	0	0	23.6	0	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonas sp.	0	0	0	0.3	0	0	0	0	0	0	1	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. enrichment culture clone RS2	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified	10.3	2.5	5	8.2	34.9	20.2	1.8	5.1	3.5	11.5	6.8	17.8	7.9	7.3
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa	0	0	0	0.2	0.3	0	0.1	0	0	1	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus gauvreauii	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Pilimelia	Pilimelia terevasa	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavitalea	Flavitalea sp. AN120636	0.2	0	0.1	0.4	0.9	1.1	0	0.7	0	1	1.5	2.8	0	0.6
Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. DAB_ATA90	0	0	0	0.7	0.1	0.3	0.5	0.1	0.7	0	0	0.9	0.8	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium aquaticum	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0.6
Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	Aureimonas altamirensis	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus fusiformis	0.3	0	0	0	0	0.1	0.3	0	0	0	0	0	0	0
Planctomycetes	Planctomycetia	Planctomycetales	Gemmataceae	Fimbriiglobus	Fimbriiglobus ruber	0.6	0	1.6	0.8	2.4	0.7	0.1	0	1.1	0	1.3	2.4	0	0
Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Nitrolancea hollandica	0.8	0	1.3	1.2	0.1	0	5.1	0.3	0	0	1.1	2.5	0	0.5
Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus sp. D58-C08	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus sp. enrichment culture clone Ac-D3	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus sp. WC3-1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Povalibacter	Povalibacter uvarum	0.2	0	0	0	5	12.1	0	0	0	0	0	2.9	0.6	0
Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	unclassified	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0
Chloroflexi	unclassified	unclassified	unclassified	unclassified	unclassified	4.8	1.5	7.1	7.4	0.9	1.1	20.6	0	2.8	1	8.4	2.2	7	1.2
Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter sp. SBT362	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp. WW1(2011)	0.2	0	0	0	0	0	0	0	0	0	1.6	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Segetibacter	Segetibacter koreensis	6.6	40.1	12	23.4	0.1	0	50.3	9.3	14.1	35.5	6.6	2.6	5	13.3
Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	unclassified	0	0	0	1	0	0	14.3	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium sp. MRM 9.03	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter defluvii	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. LNX39	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus aneurinilyticus	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Marinibaculum	Marinibaculum pumilum	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. SMCC B0610	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp. enrichment culture clone o189	0	0	0	0	0.3	0.4	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	unclassified	1.4	2.1	0	1.4	1.2	0.9	6.1	36.9	6.6	0	1.6	0.9	0	12.3
Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. STR-17	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	Methylocaldum sp. Arz-B-25	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. nah_42	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	unclassified	0	0	0	0.4	0	0	1.2	0	0.3	0	0	0	0	0
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Closteriopsis	Closteriopsis acicularis	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae	unclassified	unclassified	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus virescens	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia sp. LC319	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	12.2	4.4	16.2	1.5	45.6	73.2	5.3	0.4	8.6	8.3	8.8	12.7	110	21.9
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	Dactylosporangium sp. P3850	0.3	0	0.1	0	0	0	0.2	0	0	0	0	0	1.8	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	unclassified	7.7	27.4	23.5	12	2.1	6	4.4	5	16.3	43.5	12.5	6.1	6.3	24.5
Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonema	unclassified	0	0	0	0	0.3	0.7	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Povalibacter	Povalibacter sp.	0	0	0	0	1.7	0.9	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Haliangium	Haliangium tepidum	0	0	0.3	0	0.5	0.6	0	0	0	0	0.8	0	0.6	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. OTSz_A_285	0	0.6	0	0	0.3	0	0	0.4	0.3	0	0	0.5	0	1
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. 6-31	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp. enrichment culture clone Jdgsrb012	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	unclassified	0	5.6	4	0.6	0	0	0.7	0	1	4.2	0	0	1.6	1.5
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. DAB_MOR49	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga subterranea	0	0	0.5	0	0	0	0	0	0	0	0.9	0	0	0
Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces flavoviridis	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Cryptosporangium	Cryptosporangium sp. URHD0099	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. LKS-13	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sp. YIM 63641	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	Haematococcus lacustris	0.6	0	0	0	1.9	2.2	0	0	0	0	0.9	1	0	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter rhizovicinus	0	0	0	0	1	0.8	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	unclassified	0	0	0.3	0	0.1	0.3	0.2	0	0	0	0	0.9	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	Polyangium sp.	1.1	0	2.7	0.5	0.2	0	0	0	0.4	0	2.8	2.5	0	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium caeni	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0
Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	unclassified	unclassified	0	0	0.3	0	0.3	0.5	0	0	0	0	0.6	0	0	0
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp. 9PNM-21	0.4	0	0.6	0	0.3	0	0	0	0	2.6	1.3	0	0	2.1
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus simplex	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. M68C12	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0.7
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. ID0634	0.3	0	0.4	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	Micropepsis pineolensis	0.4	0	0.9	0.4	0	0.6	0.1	0	0.6	0	0	0	0	0.6
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. UMAB-26	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. Bola	0.6	0	0.5	0.8	0	0	0.6	0	0	0	0.7	0.8	0.9	0.7
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. 27-9	2.1	0	0.7	0.4	0.8	0.9	0.5	0	0	0	0.7	4	3.1	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. MG-2011-115-FX	0	0	0.1	0	0	0	0.4	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus pomorum	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	Methylocystis sp. Pao66	0	0.3	0	0	0	0	0	0	0	1.7	0	0	0	0
Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SWL-3	0	0	0	0	0	0	0	1.2	0.5	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. CF12-4	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Corynebacteriales	Williamsiaceae	Williamsia	Williamsia sp.	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp. L2017	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia sp. AL42 6.2	0	0.9	0	1	0	0	0	0.3	0	0.8	0	0	0	0.6
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. S3H51	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus	0	0	0	2.1	0	0	0	0	0	0	0	0.8	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	unclassified	unclassified	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes siamensis	0	0.9	0.2	0	0	0	0	0.2	0.6	0.8	0.8	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. AT11-2	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas sp.	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	Kineosporia sp. I13A-00002	0	0	0	0	6.6	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp.	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira sp. enrichment culture clone LUA16	0	0	1.6	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. URHC0015	0	0	0	0	0	0.5	0	0	0.9	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. SMCC B0617	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0.3
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora sp. 13-3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia sp. W101	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula sp. enrichment culture clone Y125	0.4	0	0	0	4.6	0.3	0.4	0	0	0	0.8	3.7	0.8	0
Actinobacteria	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum	Thermoleophilum minutum	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfotalea	unclassified	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium sp. enrichment culture	0	1.8	0	0.5	0.2	0	0	0	0	0.9	0	0	0	0
Planctomycetes	Planctomycetia	Planctomycetales	Gemmataceae	Gemmata	Gemmata sp. SD2-2	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. WD12	0.3	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium sp. URHA0004	0.3	0	0	0	0	0.8	0.3	0	0	0	0	0	0	0.8
Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified	unclassified	0	0	0	0	0	0.6	0	0	0	0	0	0	0	3.8
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. AN 4764	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus harenae	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia haematophila	0.8	0	0	0	0	0	0	0.1	0.4	1	0.8	0	0	0
Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. TrE9262	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. S4-A16	0	0	0	0	0	0	14.9	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	unclassified	0	0	0	0	3.6	2.1	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. SMCC G963	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Amorphus	Amorphus orientalis	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Segetibacter	Segetibacter aerophilus	2.9	32.7	9	25.1	0.1	0	33.7	26.2	6.3	20.1	2.9	0.8	3.6	26.9
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter cavernae	0	1.1	0.2	0	0	0	0	0	0	0	0	0	0	1.4
Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	unclassified	0.1	0	0	0.6	0.6	0	0	0	0	0	0	0.9	0	0
Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter sp. RH0807	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. TX3	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0
Proteobacteria	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus	Oligoflexus tunisiensis	0.7	0.2	2.1	2.9	2.8	0.7	0.2	0.9	0	1	0.8	2.7	0	0.9
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. SWL-4	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Blastochloris	Blastochloris sulfoviridis	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Chelativorans	Chelativorans sp. A52C2	0.4	0	0.2	1.8	0	0.4	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma	unclassified	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. enrichment culture clone l143	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0
Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea	Longilinea arvoryzae	0.3	0	0.7	0.2	1.9	0.3	0.4	0	0	0	0.9	2.9	0.8	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. MS8_1530	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	unclassified	unclassified	0	0	0	0	0	0	0	0	0.3	0	0	0.3	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia tropica	0.7	0	2.4	0.6	0.3	0.5	2.9	0	0	0	0	0	0	0.6
Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium huakuii	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp.	0	0.7	0	0	0	0.3	0	1	0	0.7	0	0	0	0
Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter sp. x11r1	0.3	99	50.6	102.8	0	0.4	28.4	63.4	97.5	137.2	0.8	0	0	130.6
Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. JSM 147733	0	0	0	0	0	0.4	0.7	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella sp. L2141	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
Planctomycetes	Planctomycetia	Candidatus Brocadiales	Candidatus Brocadiaceae	unclassified	unclassified	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sp. enrichment culture clone GBS2	0	0	0	0	0.3	0	0.1	0	0	0	0	0	0.9	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. OF25	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. PG132S	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0
Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae	Singulisphaera	Singulisphaera sp. Io3-5	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0
Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	Tissierella praeacuta	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niveitalea	Niveitalea solisilvae	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0
Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified	0	0	0	0	0	0	7.7	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. PNP1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. IR51-RC111	0	0	0.4	0	0	0	0	0	0	0.8	0	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas sp. YJ03	0.7	0	0	0.4	0	0	0	0	0.4	0	1.4	0	0	0
Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	Holophaga sp. WY42	4	3	2	13.5	1.6	0	1.4	1.4	1.8	0	3.9	2.5	3.1	5.1
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. 48 TDS	0	0	0	0	0	0	0	0.4	1.2	0	0	0	0	0
Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp.	0	0	0	0.3	0.4	0	0	0	0	0	0	0	0	0
Chlorophyta	Trebouxiophyceae	unclassified	unclassified	unclassified	unclassified	0	0	0.2	0.1	0	0	0	0	0	0.9	0	0	0	0
Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	unclassified	28.2	9.5	24.3	34.2	6	10.3	53.4	1.7	4	15.6	33.3	11.7	34.1	9.5
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Citreicella	Citreicella sp. LOB-21	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus coralloides	0.3	0.4	0	0	0	0.2	0	0	0	0	0	0	0	0
